Border,Date,Measure,Value,Average
US-Mexico Border,02/01/2013 12:00:00 AM,Rail Containers Full,33885,68283
US-Mexico Border,02/01/2013 12:00:00 AM,Rail Containers Empty,29815,37429
US-Mexico Border,02/01/2013 12:00:00 AM,Buses,15579,16574
US-Canada Border,02/01/2013 12:00:00 AM,Pedestrians,11124,1923540
US-Canada Border,02/01/2013 12:00:00 AM,Train Passengers,10598,10723
US-Canada Border,02/01/2013 12:00:00 AM,Buses,5814,16574
US-Canada Border,02/01/2013 12:00:00 AM,Trains,2113,1621
US-Mexico Border,02/01/2013 12:00:00 AM,Trains,700,1621
US-Mexico Border,02/01/2013 12:00:00 AM,Train Passengers,324,10723
US-Mexico Border,02/01/2012 12:00:00 AM,Personal Vehicle Passengers,8662060,9895246
US-Mexico Border,02/01/2012 12:00:00 AM,Personal Vehicles,4886864,4695498
US-Canada Border,02/01/2012 12:00:00 AM,Personal Vehicle Passengers,3863511,9895246
US-Mexico Border,02/01/2012 12:00:00 AM,Pedestrians,3342384,1939307
US-Canada Border,02/01/2012 12:00:00 AM,Personal Vehicles,2181072,4695498
US-Canada Border,02/01/2012 12:00:00 AM,Trucks,451118,452685
US-Mexico Border,02/01/2012 12:00:00 AM,Trucks,417237,452685
US-Canada Border,02/01/2012 12:00:00 AM,Truck Containers Full,336818,330541
US-Mexico Border,02/01/2012 12:00:00 AM,Truck Containers Full,288069,330541
US-Mexico Border,02/01/2012 12:00:00 AM,Bus Passengers,197001,281657
US-Canada Border,02/01/2012 12:00:00 AM,Bus Passengers,133961,281657
US-Mexico Border,02/01/2012 12:00:00 AM,Truck Containers Empty,128405,113651
US-Canada Border,02/01/2012 12:00:00 AM,Rail Containers Full,113373,67564
US-Canada Border,02/01/2012 12:00:00 AM,Truck Containers Empty,99764,113651
US-Canada Border,02/01/2012 12:00:00 AM,Rail Containers Empty,56656,36606
US-Mexico Border,02/01/2012 12:00:00 AM,Rail Containers Empty,36125,36606
US-Mexico Border,02/01/2012 12:00:00 AM,Rail Containers Full,32788,67564
US-Canada Border,02/01/2012 12:00:00 AM,Pedestrians,19367,1939307
US-Mexico Border,02/01/2012 12:00:00 AM,Buses,16014,16837
US-Canada Border,02/01/2012 12:00:00 AM,Train Passengers,12049,10676
US-Canada Border,02/01/2012 12:00:00 AM,Buses,6737,16837
US-Canada Border,02/01/2012 12:00:00 AM,Trains,2180,1625
US-Mexico Border,02/01/2012 12:00:00 AM,Trains,718,1625
US-Mexico Border,02/01/2012 12:00:00 AM,Train Passengers,278,10676
US-Mexico Border,02/01/2011 12:00:00 AM,Personal Vehicle Passengers,8171180,10143815
US-Mexico Border,02/01/2011 12:00:00 AM,Personal Vehicles,4619191,4769087
US-Canada Border,02/01/2011 12:00:00 AM,Personal Vehicle Passengers,3374657,10143815
US-Mexico Border,02/01/2011 12:00:00 AM,Pedestrians,3094367,1961792
US-Canada Border,02/01/2011 12:00:00 AM,Personal Vehicles,1910489,4769087
US-Canada Border,02/01/2011 12:00:00 AM,Trucks,419227,454420
US-Mexico Border,02/01/2011 12:00:00 AM,Trucks,375579,454420
US-Canada Border,02/01/2011 12:00:00 AM,Truck Containers Full,311553,332711
US-Mexico Border,02/01/2011 12:00:00 AM,Truck Containers Full,258810,332711
US-Mexico Border,02/01/2011 12:00:00 AM,Bus Passengers,177045,287526
US-Canada Border,02/01/2011 12:00:00 AM,Bus Passengers,128865,287526
US-Mexico Border,02/01/2011 12:00:00 AM,Truck Containers Empty,115713,113767
US-Canada Border,02/01/2011 12:00:00 AM,Rail Containers Full,97349,67428
US-Canada Border,02/01/2011 12:00:00 AM,Truck Containers Empty,90170,113767
US-Canada Border,02/01/2011 12:00:00 AM,Rail Containers Empty,44420,35920
US-Mexico Border,02/01/2011 12:00:00 AM,Rail Containers Empty,27250,35920
US-Mexico Border,02/01/2011 12:00:00 AM,Rail Containers Full,26899,67428
US-Mexico Border,02/01/2011 12:00:00 AM,Buses,15825,17140
US-Canada Border,02/01/2011 12:00:00 AM,Pedestrians,12843,1961792
US-Canada Border,02/01/2011 12:00:00 AM,Train Passengers,10974,10587
US-Canada Border,02/01/2011 12:00:00 AM,Buses,6614,17140
US-Canada Border,02/01/2011 12:00:00 AM,Trains,1919,1640
US-Mexico Border,02/01/2011 12:00:00 AM,Trains,580,1640
US-Mexico Border,02/01/2011 12:00:00 AM,Train Passengers,276,10587
US-Mexico Border,02/01/2010 12:00:00 AM,Personal Vehicle Passengers,9822417,10399730
US-Mexico Border,02/01/2010 12:00:00 AM,Personal Vehicles,5048597,4858009
US-Canada Border,02/01/2010 12:00:00 AM,Personal Vehicle Passengers,3343790,10399730
US-Mexico Border,02/01/2010 12:00:00 AM,Pedestrians,3083023,1988693
US-Canada Border,02/01/2010 12:00:00 AM,Personal Vehicles,1770823,4858009
US-Canada Border,02/01/2010 12:00:00 AM,Trucks,417651,457127
US-Mexico Border,02/01/2010 12:00:00 AM,Trucks,365684,457127
US-Canada Border,02/01/2010 12:00:00 AM,Truck Containers Full,322016,335154
US-Mexico Border,02/01/2010 12:00:00 AM,Truck Containers Full,247019,335154
US-Mexico Border,02/01/2010 12:00:00 AM,Bus Passengers,159805,294690
US-Canada Border,02/01/2010 12:00:00 AM,Bus Passengers,138275,294690
US-Mexico Border,02/01/2010 12:00:00 AM,Truck Containers Empty,121358,113958
US-Canada Border,02/01/2010 12:00:00 AM,Rail Containers Full,100101,67777
US-Canada Border,02/01/2010 12:00:00 AM,Truck Containers Empty,88352,113958
US-Canada Border,02/01/2010 12:00:00 AM,Rail Containers Empty,45674,35426
US-Mexico Border,02/01/2010 12:00:00 AM,Rail Containers Empty,28261,35426
US-Mexico Border,02/01/2010 12:00:00 AM,Rail Containers Full,24508,67777
US-Mexico Border,02/01/2010 12:00:00 AM,Buses,16067,17460
US-Canada Border,02/01/2010 12:00:00 AM,Pedestrians,14006,1988693
US-Canada Border,02/01/2010 12:00:00 AM,Train Passengers,13665,10569
US-Canada Border,02/01/2010 12:00:00 AM,Buses,6979,17460
US-Canada Border,02/01/2010 12:00:00 AM,Trains,2003,1662
US-Mexico Border,02/01/2010 12:00:00 AM,Trains,591,1662
US-Mexico Border,02/01/2010 12:00:00 AM,Train Passengers,272,10569
US-Mexico Border,02/01/2009 12:00:00 AM,Personal Vehicle Passengers,10571539,10650938
US-Mexico Border,02/01/2009 12:00:00 AM,Personal Vehicles,5435201,4948155
US-Mexico Border,02/01/2009 12:00:00 AM,Pedestrians,3270412,2017655
US-Canada Border,02/01/2009 12:00:00 AM,Personal Vehicle Passengers,3212259,10650938
US-Canada Border,02/01/2009 12:00:00 AM,Personal Vehicles,1676466,4948155
US-Canada Border,02/01/2009 12:00:00 AM,Trucks,384478,464357
US-Mexico Border,02/01/2009 12:00:00 AM,Trucks,328561,464357
US-Canada Border,02/01/2009 12:00:00 AM,Truck Containers Full,296835,341329
US-Mexico Border,02/01/2009 12:00:00 AM,Truck Containers Full,209249,341329
US-Mexico Border,02/01/2009 12:00:00 AM,Bus Passengers,168181,304487
US-Canada Border,02/01/2009 12:00:00 AM,Bus Passengers,149370,304487
US-Mexico Border,02/01/2009 12:00:00 AM,Truck Containers Empty,121745,114506
US-Canada Border,02/01/2009 12:00:00 AM,Truck Containers Empty,80508,114506
US-Canada Border,02/01/2009 12:00:00 AM,Rail Containers Full,77920,69311
US-Canada Border,02/01/2009 12:00:00 AM,Rail Containers Empty,44115,35331
US-Mexico Border,02/01/2009 12:00:00 AM,Rail Containers Empty,25526,35331
US-Mexico Border,02/01/2009 12:00:00 AM,Buses,18185,17804
US-Mexico Border,02/01/2009 12:00:00 AM,Rail Containers Full,16863,69311
US-Canada Border,02/01/2009 12:00:00 AM,Pedestrians,14992,2017655
US-Canada Border,02/01/2009 12:00:00 AM,Train Passengers,8667,10700
US-Canada Border,02/01/2009 12:00:00 AM,Buses,7018,17804
US-Canada Border,02/01/2009 12:00:00 AM,Trains,1931,1699
US-Mexico Border,02/01/2009 12:00:00 AM,Trains,615,1699
US-Mexico Border,02/01/2009 12:00:00 AM,Train Passengers,524,10700
US-Mexico Border,02/01/2008 12:00:00 AM,Personal Vehicle Passengers,12146198,10859707
US-Mexico Border,02/01/2008 12:00:00 AM,Personal Vehicles,6304928,5009272
US-Mexico Border,02/01/2008 12:00:00 AM,Pedestrians,3884769,2034769
US-Canada Border,02/01/2008 12:00:00 AM,Personal Vehicle Passengers,3604838,10859707
US-Canada Border,02/01/2008 12:00:00 AM,Personal Vehicles,1920308,5009272
US-Canada Border,02/01/2008 12:00:00 AM,Trucks,494703,467309
US-Mexico Border,02/01/2008 12:00:00 AM,Trucks,410154,467309
US-Canada Border,02/01/2008 12:00:00 AM,Truck Containers Full,399168,344712
US-Mexico Border,02/01/2008 12:00:00 AM,Bus Passengers,269605,307474
US-Mexico Border,02/01/2008 12:00:00 AM,Truck Containers Full,258961,344712
US-Canada Border,02/01/2008 12:00:00 AM,Bus Passengers,236574,307474
US-Mexico Border,02/01/2008 12:00:00 AM,Truck Containers Empty,148814,113693
US-Canada Border,02/01/2008 12:00:00 AM,Rail Containers Full,109312,69593
US-Canada Border,02/01/2008 12:00:00 AM,Truck Containers Empty,93242,113693
US-Canada Border,02/01/2008 12:00:00 AM,Rail Containers Empty,43865,34493
US-Mexico Border,02/01/2008 12:00:00 AM,Rail Containers Empty,37961,34493
US-Mexico Border,02/01/2008 12:00:00 AM,Rail Containers Full,26962,69593
US-Mexico Border,02/01/2008 12:00:00 AM,Buses,20564,17985
US-Canada Border,02/01/2008 12:00:00 AM,Pedestrians,18038,2034769
US-Canada Border,02/01/2008 12:00:00 AM,Train Passengers,10630,10696
US-Canada Border,02/01/2008 12:00:00 AM,Buses,8013,17985
US-Canada Border,02/01/2008 12:00:00 AM,Trains,2285,1706
US-Mexico Border,02/01/2008 12:00:00 AM,Train Passengers,1696,10696
US-Mexico Border,02/01/2008 12:00:00 AM,Trains,852,1706
US-Mexico Border,02/01/2007 12:00:00 AM,Personal Vehicle Passengers,12722598,11078301
US-Mexico Border,02/01/2007 12:00:00 AM,Personal Vehicles,6476693,5062088
US-Mexico Border,02/01/2007 12:00:00 AM,Pedestrians,3742490,2027608
US-Canada Border,02/01/2007 12:00:00 AM,Personal Vehicle Passengers,3421337,11078301
US-Canada Border,02/01/2007 12:00:00 AM,Personal Vehicles,1804361,5062088
US-Canada Border,02/01/2007 12:00:00 AM,Trucks,514972,466490
US-Canada Border,02/01/2007 12:00:00 AM,Truck Containers Full,430045,343826
US-Mexico Border,02/01/2007 12:00:00 AM,Trucks,378824,466490
US-Mexico Border,02/01/2007 12:00:00 AM,Truck Containers Full,244817,343826
US-Mexico Border,02/01/2007 12:00:00 AM,Bus Passengers,209480,308776
US-Canada Border,02/01/2007 12:00:00 AM,Bus Passengers,191802,308776
US-Mexico Border,02/01/2007 12:00:00 AM,Truck Containers Empty,138774,113203
US-Canada Border,02/01/2007 12:00:00 AM,Rail Containers Full,99058,69154
US-Canada Border,02/01/2007 12:00:00 AM,Truck Containers Empty,78024,113203
US-Canada Border,02/01/2007 12:00:00 AM,Rail Containers Empty,36296,33457
US-Mexico Border,02/01/2007 12:00:00 AM,Rail Containers Empty,34688,33457
US-Mexico Border,02/01/2007 12:00:00 AM,Rail Containers Full,28480,69154
US-Mexico Border,02/01/2007 12:00:00 AM,Buses,19608,18155
US-Canada Border,02/01/2007 12:00:00 AM,Pedestrians,11668,2027608
US-Canada Border,02/01/2007 12:00:00 AM,Train Passengers,9292,10698
US-Canada Border,02/01/2007 12:00:00 AM,Buses,7536,18155
US-Canada Border,02/01/2007 12:00:00 AM,Trains,2146,1706
US-Mexico Border,02/01/2007 12:00:00 AM,Train Passengers,1670,10698
US-Mexico Border,02/01/2007 12:00:00 AM,Trains,804,1706
US-Mexico Border,02/01/2006 12:00:00 AM,Personal Vehicle Passengers,14036680,11254803
US-Mexico Border,02/01/2006 12:00:00 AM,Personal Vehicles,7008359,5087891
US-Canada Border,02/01/2006 12:00:00 AM,Personal Vehicle Passengers,3932488,11254803
US-Mexico Border,02/01/2006 12:00:00 AM,Pedestrians,3434057,2038418
US-Canada Border,02/01/2006 12:00:00 AM,Personal Vehicles,1930380,5087891
US-Canada Border,02/01/2006 12:00:00 AM,Trucks,524623,465172
US-Canada Border,02/01/2006 12:00:00 AM,Truck Containers Full,465306,341134
US-Mexico Border,02/01/2006 12:00:00 AM,Trucks,381670,465172
US-Mexico Border,02/01/2006 12:00:00 AM,Truck Containers Full,249897,341134
US-Mexico Border,02/01/2006 12:00:00 AM,Bus Passengers,245881,314046
US-Canada Border,02/01/2006 12:00:00 AM,Bus Passengers,210590,314046
US-Mexico Border,02/01/2006 12:00:00 AM,Truck Containers Empty,125724,113367
US-Canada Border,02/01/2006 12:00:00 AM,Rail Containers Full,114632,68382
US-Canada Border,02/01/2006 12:00:00 AM,Truck Containers Empty,81178,113367
US-Canada Border,02/01/2006 12:00:00 AM,Rail Containers Empty,38467,32547
US-Mexico Border,02/01/2006 12:00:00 AM,Rail Containers Empty,29806,32547
US-Mexico Border,02/01/2006 12:00:00 AM,Rail Containers Full,27670,68382
US-Mexico Border,02/01/2006 12:00:00 AM,Buses,18938,18454
US-Canada Border,02/01/2006 12:00:00 AM,Pedestrians,18189,2038418
US-Canada Border,02/01/2006 12:00:00 AM,Train Passengers,10902,10653
US-Canada Border,02/01/2006 12:00:00 AM,Buses,8227,18454
US-Canada Border,02/01/2006 12:00:00 AM,Trains,2500,1696
US-Mexico Border,02/01/2006 12:00:00 AM,Train Passengers,1648,10653
US-Mexico Border,02/01/2006 12:00:00 AM,Trains,741,1696
US-Mexico Border,02/01/2005 12:00:00 AM,Personal Vehicle Passengers,14152069,11425000
US-Mexico Border,02/01/2005 12:00:00 AM,Personal Vehicles,7105436,5089393
US-Canada Border,02/01/2005 12:00:00 AM,Personal Vehicle Passengers,4018713,11425000
US-Mexico Border,02/01/2005 12:00:00 AM,Pedestrians,3751922,2060110
US-Canada Border,02/01/2005 12:00:00 AM,Personal Vehicles,2002740,5089393
US-Canada Border,02/01/2005 12:00:00 AM,Trucks,528576,462437
US-Canada Border,02/01/2005 12:00:00 AM,Truck Containers Full,439088,335489
US-Mexico Border,02/01/2005 12:00:00 AM,Trucks,366633,462437
US-Mexico Border,02/01/2005 12:00:00 AM,Bus Passengers,242777,317784
US-Mexico Border,02/01/2005 12:00:00 AM,Truck Containers Full,236832,335489
US-Canada Border,02/01/2005 12:00:00 AM,Bus Passengers,222414,317784
US-Mexico Border,02/01/2005 12:00:00 AM,Truck Containers Empty,128703,114288
US-Canada Border,02/01/2005 12:00:00 AM,Rail Containers Full,124427,67035
US-Canada Border,02/01/2005 12:00:00 AM,Truck Containers Empty,74752,114288
US-Canada Border,02/01/2005 12:00:00 AM,Rail Containers Empty,38299,31758
US-Mexico Border,02/01/2005 12:00:00 AM,Rail Containers Empty,29488,31758
US-Mexico Border,02/01/2005 12:00:00 AM,Rail Containers Full,25814,67035
US-Canada Border,02/01/2005 12:00:00 AM,Pedestrians,21018,2060110
US-Mexico Border,02/01/2005 12:00:00 AM,Buses,19845,18701
US-Canada Border,02/01/2005 12:00:00 AM,Train Passengers,10858,10663
US-Canada Border,02/01/2005 12:00:00 AM,Buses,8988,18701
US-Canada Border,02/01/2005 12:00:00 AM,Trains,2579,1681
US-Mexico Border,02/01/2005 12:00:00 AM,Train Passengers,1358,10663
US-Mexico Border,02/01/2005 12:00:00 AM,Trains,682,1681
US-Mexico Border,02/01/2004 12:00:00 AM,Personal Vehicle Passengers,14798054,11619608
US-Mexico Border,02/01/2004 12:00:00 AM,Personal Vehicles,7182510,5090428
US-Canada Border,02/01/2004 12:00:00 AM,Personal Vehicle Passengers,4149933,11619608
US-Mexico Border,02/01/2004 12:00:00 AM,Pedestrians,4010017,2067632
US-Canada Border,02/01/2004 12:00:00 AM,Personal Vehicles,2134564,5090428
US-Canada Border,02/01/2004 12:00:00 AM,Trucks,544406,459190
US-Canada Border,02/01/2004 12:00:00 AM,Truck Containers Full,453693,329158
US-Mexico Border,02/01/2004 12:00:00 AM,Trucks,354664,459190
US-Mexico Border,02/01/2004 12:00:00 AM,Bus Passengers,259904,321939
US-Canada Border,02/01/2004 12:00:00 AM,Bus Passengers,249551,321939
US-Mexico Border,02/01/2004 12:00:00 AM,Truck Containers Full,226656,329158
US-Mexico Border,02/01/2004 12:00:00 AM,Truck Containers Empty,131297,115459
US-Canada Border,02/01/2004 12:00:00 AM,Rail Containers Full,119334,65145
US-Canada Border,02/01/2004 12:00:00 AM,Truck Containers Empty,79017,115459
US-Canada Border,02/01/2004 12:00:00 AM,Rail Containers Empty,35354,30966
US-Canada Border,02/01/2004 12:00:00 AM,Pedestrians,29814,2067632
US-Mexico Border,02/01/2004 12:00:00 AM,Rail Containers Empty,25502,30966
US-Mexico Border,02/01/2004 12:00:00 AM,Buses,22036,18986
US-Mexico Border,02/01/2004 12:00:00 AM,Rail Containers Full,20586,65145
US-Canada Border,02/01/2004 12:00:00 AM,Train Passengers,12784,10885
US-Canada Border,02/01/2004 12:00:00 AM,Buses,10413,18986
US-Canada Border,02/01/2004 12:00:00 AM,Trains,2644,1675
US-Mexico Border,02/01/2004 12:00:00 AM,Train Passengers,977,10885
US-Mexico Border,02/01/2004 12:00:00 AM,Trains,603,1675
US-Mexico Border,02/01/2003 12:00:00 AM,Personal Vehicle Passengers,14387030,11923696
US-Mexico Border,02/01/2003 12:00:00 AM,Personal Vehicles,6738511,5142514
US-Canada Border,02/01/2003 12:00:00 AM,Personal Vehicle Passengers,4023446,11923696
US-Mexico Border,02/01/2003 12:00:00 AM,Pedestrians,4004238,2071298
US-Canada Border,02/01/2003 12:00:00 AM,Personal Vehicles,2006187,5142514
US-Canada Border,02/01/2003 12:00:00 AM,Trucks,540671,460736
US-Canada Border,02/01/2003 12:00:00 AM,Truck Containers Full,457046,324941
US-Mexico Border,02/01/2003 12:00:00 AM,Trucks,338432,460736
US-Mexico Border,02/01/2003 12:00:00 AM,Bus Passengers,331224,325042
US-Canada Border,02/01/2003 12:00:00 AM,Bus Passengers,241792,325042
US-Mexico Border,02/01/2003 12:00:00 AM,Truck Containers Full,205674,324941
US-Mexico Border,02/01/2003 12:00:00 AM,Truck Containers Empty,134962,117672
US-Canada Border,02/01/2003 12:00:00 AM,Rail Containers Full,113102,63941
US-Canada Border,02/01/2003 12:00:00 AM,Truck Containers Empty,80209,117672
US-Canada Border,02/01/2003 12:00:00 AM,Rail Containers Empty,34114,30170
US-Canada Border,02/01/2003 12:00:00 AM,Pedestrians,26054,2071298
US-Mexico Border,02/01/2003 12:00:00 AM,Rail Containers Empty,24391,30170
US-Mexico Border,02/01/2003 12:00:00 AM,Buses,23672,18762
US-Mexico Border,02/01/2003 12:00:00 AM,Rail Containers Full,21310,63941
US-Canada Border,02/01/2003 12:00:00 AM,Train Passengers,14417,11081
US-Canada Border,02/01/2003 12:00:00 AM,Buses,10324,18762
US-Canada Border,02/01/2003 12:00:00 AM,Trains,2526,1653
US-Mexico Border,02/01/2003 12:00:00 AM,Train Passengers,807,11081
US-Mexico Border,02/01/2003 12:00:00 AM,Trains,600,1653
US-Mexico Border,02/01/2002 12:00:00 AM,Personal Vehicle Passengers,15171517,12260168
US-Mexico Border,02/01/2002 12:00:00 AM,Personal Vehicles,6819908,5156419
US-Canada Border,02/01/2002 12:00:00 AM,Personal Vehicle Passengers,4269974,12260168
US-Mexico Border,02/01/2002 12:00:00 AM,Pedestrians,3812298,2036092
US-Canada Border,02/01/2002 12:00:00 AM,Personal Vehicles,2111234,5156419
US-Canada Border,02/01/2002 12:00:00 AM,Trucks,535575,454851
US-Canada Border,02/01/2002 12:00:00 AM,Truck Containers Full,443742,313910
US-Mexico Border,02/01/2002 12:00:00 AM,Trucks,351653,454851
US-Mexico Border,02/01/2002 12:00:00 AM,Bus Passengers,256992,317639
US-Canada Border,02/01/2002 12:00:00 AM,Bus Passengers,207948,317639
US-Mexico Border,02/01/2002 12:00:00 AM,Truck Containers Full,199816,313910
US-Mexico Border,02/01/2002 12:00:00 AM,Truck Containers Empty,154529,116170
US-Canada Border,02/01/2002 12:00:00 AM,Rail Containers Full,108409,61396
US-Canada Border,02/01/2002 12:00:00 AM,Truck Containers Empty,76207,116170
US-Canada Border,02/01/2002 12:00:00 AM,Rail Containers Empty,33117,29110
US-Canada Border,02/01/2002 12:00:00 AM,Pedestrians,28974,2036092
US-Mexico Border,02/01/2002 12:00:00 AM,Buses,27005,18318
US-Mexico Border,02/01/2002 12:00:00 AM,Rail Containers Empty,24802,29110
US-Mexico Border,02/01/2002 12:00:00 AM,Rail Containers Full,19489,61396
US-Canada Border,02/01/2002 12:00:00 AM,Train Passengers,13536,11010
US-Canada Border,02/01/2002 12:00:00 AM,Buses,8178,18318
US-Canada Border,02/01/2002 12:00:00 AM,Trains,2531,1635
US-Mexico Border,02/01/2002 12:00:00 AM,Train Passengers,1404,11010
US-Mexico Border,02/01/2002 12:00:00 AM,Trains,614,1635
US-Mexico Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,18893841,12778710
US-Mexico Border,02/01/2001 12:00:00 AM,Personal Vehicles,7351951,5183401
US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,4972004,12778710
